544 findings in intellicrack\plugins\custom_modules\license_server_emulator.py
intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_protected_memory:3991: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_protected_memory:3991: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_protected_memory:3991: DAR101: - protection

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_protected_memory:3991: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_vmprotect:4005: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_vmprotect:4005: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_vmprotect:4005: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_themida:4059: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_themida:4059: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_themida:4059: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_obsidium:4098: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_obsidium:4098: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_obsidium:4098: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_asprotect:4136: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_asprotect:4136: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_asprotect:4136: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_enigma:4165: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_enigma:4165: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_handle_enigma:4165: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_is_obfuscated:4195: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_is_obfuscated:4195: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_deobfuscate_memory:4209: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_deobfuscate_memory:4209: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_xor_encoded_keys:4227: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_xor_encoded_keys:4227: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_themida_constants:4243: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_themida_constants:4243: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_vmprotect_strings:4261: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_vmprotect_strings:4261: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_is_protected_region:4286: DAR101: - mem_info

intellicrack\plugins\custom_modules\license_server_emulator.py:_is_protected_region:4286: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_protected_memory:4298: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_protected_memory:4298: DAR101: - mem_info

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_protected_memory:4298: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_protected_memory:4298: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_upx:4308: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_upx:4308: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_generic:4324: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_unpack_generic:4324: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_decrypt_region:4337: DAR102: + process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_is_encrypted_region:4359: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_is_encrypted_region:4359: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_calculate_entropy:4364: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_calculate_entropy:4364: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_key_constant:4381: DAR101: - constant

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_key_constant:4381: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_license_string:4388: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_license_string:4388: DAR101: - s

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_license_data:4406: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_license_data:4406: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_contains_license_patterns:4414: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_contains_license_patterns:4414: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_code:4419: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_code:4419: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_reconstruct_vmprotect_iat:4425: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_reconstruct_vmprotect_iat:4425: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_vm_strings:4473: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_vm_strings:4473: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_decrypt_themida_section:4491: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_decrypt_themida_section:4491: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_decrypt_themida_block:4501: DAR101: - block

intellicrack\plugins\custom_modules\license_server_emulator.py:_decrypt_themida_block:4501: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_themida_wrapped_apis:4510: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_extract_themida_wrapped_apis:4510: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_api_name:4545: DAR101: - data

intellicrack\plugins\custom_modules\license_server_emulator.py:_looks_like_api_name:4545: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hook_inline_apis:4566: DAR101: - hooked_data

intellicrack\plugins\custom_modules\license_server_emulator.py:_hook_inline_apis:4566: DAR101: - kernel32

intellicrack\plugins\custom_modules\license_server_emulator.py:_hook_inline_apis:4566: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_hook_inline_apis:4566: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_generate_hook_handler:4684: DAR101: - api_name

intellicrack\plugins\custom_modules\license_server_emulator.py:_generate_hook_handler:4684: DAR101: - original_addr

intellicrack\plugins\custom_modules\license_server_emulator.py:_generate_hook_handler:4684: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hook_unix_apis:4752: DAR101: - pid

intellicrack\plugins\custom_modules\license_server_emulator.py:_hook_unix_apis:4752: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_enumerate_memory_regions:4772: DAR101: - process_handle

intellicrack\plugins\custom_modules\license_server_emulator.py:_enumerate_memory_regions:4772: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:inject_extraction_script:4815: DAR101: - process_name

intellicrack\plugins\custom_modules\license_server_emulator.py:inject_extraction_script:4815: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_generate_extraction_script:4845: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:monitor_license_validation:4927: DAR101: - duration

intellicrack\plugins\custom_modules\license_server_emulator.py:monitor_license_validation:4927: DAR101: - process_name

intellicrack\plugins\custom_modules\license_server_emulator.py:monitor_license_validation:4927: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:flexlm_handshake:4978: DAR101: - binary_path

intellicrack\plugins\custom_modules\license_server_emulator.py:flexlm_handshake:4978: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:flexlm_handshake:4978: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_hello_response:4991: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_hello_response:4991: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_vendor_response:5006: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_vendor_response:5006: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_checkout_response:5024: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_checkout_response:5024: DAR101: - request

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_checkout_response:5024: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_heartbeat_response:5072: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_generic_response:5081: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_generic_response:5081: DAR101: - request

intellicrack\plugins\custom_modules\license_server_emulator.py:_flexlm_generic_response:5081: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:hasp_state_machine:5099: DAR101: - binary_path

intellicrack\plugins\custom_modules\license_server_emulator.py:hasp_state_machine:5099: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:hasp_state_machine:5099: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:hasp_state_machine:5099: DAR101: - session_id

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_login_response:5127: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_login_response:5127: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_login_response:5127: DAR101: - session_id

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_encrypt_response:5164: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_encrypt_response:5164: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_encrypt_response:5164: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_encrypt_response:5164: DAR101: - session_id

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_binary_response:5189: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_binary_response:5189: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_binary_response:5189: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_generic_response:5240: DAR101: - command

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_generic_response:5240: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_generic_response:5240: DAR101: - session_id

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_logout_response:5253: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_logout_response:5253: DAR101: - session_id

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_decrypt_response:5265: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_decrypt_response:5265: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_decrypt_response:5265: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_decrypt_response:5265: DAR101: - session_id

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_read_response:5293: DAR101: - keys

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_read_response:5293: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_read_response:5293: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_write_response:5314: DAR101: - request_data

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_write_response:5314: DAR201: - return

intellicrack\plugins\custom_modules\license_server_emulator.py:_hasp_write_response:5314: DAR101: - session_id
